Event	ID	Name			Wwise Object Path	Notes
	15273518	Music_Explore			\Default Work Unit\Music_Explore	
	165391104	player_ranged_attack_attack1_stationary			\Default Work Unit\Player\player_ranged_attack_attack1_stationary	
	201284434	enemy_range1_land			\Default Work Unit\Enemies\enemy_range1_land	
	477019125	enemy_range1_death			\Default Work Unit\Enemies\enemy_range1_death	
	640208366	player_raised_gun_running			\Default Work Unit\Player\player_raised_gun_running	
	703211547	moving_platform			\Default Work Unit\Ambient\moving_platform	
	1182267252	OneShoot_1			\Default Work Unit\Ambient\OneShoot_1	
	1305133589	player_jump			\Default Work Unit\Player\player_jump	
	1386564838	player_damaged			\Default Work Unit\Player\player_damaged	
	1650679582	player_reload			\Default Work Unit\Player\player_reload	
	1728914368	Ambient_part3			\Default Work Unit\Ambient\Ambient_part3	
	1728914369	Ambient_part2			\Default Work Unit\Ambient\Ambient_part2	
	1728914370	Ambient_part1			\Default Work Unit\Ambient\Ambient_part1	
	2037740798	enemy_range1_damaged			\Default Work Unit\Enemies\enemy_range1_damaged	
	2051061508	stop_test			\Default Work Unit\Testing\stop_test	
	2120122469	enemy_melee_pipe			\Default Work Unit\Enemies\enemy_melee_pipe	
	2288279038	enemy_range1_shooting			\Default Work Unit\Enemies\enemy_range1_shooting	
	2385628198	footsteps			\Default Work Unit\Testing\footsteps	
	2394582229	player_dash			\Default Work Unit\Player\player_dash	
	2506934606	player_melee_attack			\Default Work Unit\Player\player_melee_attack	
	2727318990	test_2			\Default Work Unit\Testing\test_2	
	2851466780	plasma_gun_shoot			\Default Work Unit\Testing\plasma_gun_shoot	
	3083087645	player_death			\Default Work Unit\Player\player_death	
	3629196698	player_land			\Default Work Unit\Player\player_land	
	3971790352	Ambient_Tavern			\Default Work Unit\Ambient\Ambient_Tavern	
	4157003948	enemy_range1_running_concrete			\Default Work Unit\Enemies\enemy_range1_running_concrete	

Effect plug-ins	ID	Name	Type				Notes
	544150877	Guitar Distortion (Custom)	Wwise Guitar Distortion			
	1588715066	Echoes_Linear	Wwise Delay			
	1764884337	New_Harmonizer	Wwise Harmonizer			
	2513915904	Hall_Large	Wwise RoomVerb			

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	646402301	Silence	Wwise Silence		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Ambient\OneShoot\New Silence\Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	47134815	enemy_range1_running_concrete-005	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_running_concrete-005_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_running_concrete\enemy_range1_running_concrete-005		3865
	53950120	player_jump	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\player_jump_7A85BC8B.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Player\player_jump\player_jump\player_jump		4723
	55355417	ambient_part2	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\ambient_part2_B1F2C113.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Ambient\Ambient_part2\ambient_part2		575084
	66577529	explore_music2	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\explore_music2_B1F2C113.wem		\Interactive Music Hierarchy\Default Work Unit\New Music Playlist Container\explore_music2\explore_music2		1568325
	66600273	CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE_915DB6AC.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\right\clothes rustle\CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE		5118
	73852016	enemy_range1_running_concrete-007	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_running_concrete-007_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Player\player_raised_gun_running\player_raised_gun_running\enemy_range1_running_concrete-007		3564
	75245880	WHSH_Plastic Pipe Fast Whoosh Low Single 03_B00M_ONE-2	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\WHSH_Plastic Pipe Fast Whoosh Low Single 03_B00M_ONE-2_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_melee_pipe\enemy_melee_pipe\WHSH_Plastic Pipe Fast Whoosh Low Single 03_B00M_ONE-2		4081
	91942190	BO01 CC01D S - 01-59 - Full 09	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\BO01 CC01D S - 01-59 - Full 09_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\right\right foot\BO01 CC01D S - 01-59 - Full 09		3817
	108680219	AWCK ADD Mechanics Plastic Medium 06	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\AWCK ADD Mechanics Plastic Medium 06_B1F2C113.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\AWCK ADD Mechanics Plastic Medium 06		9907
	166809683	BO01 CC01D S - 01-59 - Full 03	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\BO01 CC01D S - 01-59 - Full 03_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\left\left foot\BO01 CC01D S - 01-59 - Full 03		3313
	169254723	GUNTech_Sci Fi Plasma Gun Fire Digital 01_B00M_ONE	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\GUNTech_Sci Fi Plasma Gun Fire Digital 01_B00M_ONE_80406D59.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\plasma gun\GUNTech_Sci Fi Plasma Gun Fire Digital 01_B00M_ONE		16700
	170462191	enemy_range1_running_concrete-004	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_running_concrete-004_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_running_concrete\enemy_range1_running_concrete-004		4243
	182304910	CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE-1	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE-1_86990153.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\left\clothes rustle\CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE-1		8624
	194556305	BO01 CC01D S - 01-59 - Full 08	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\BO01 CC01D S - 01-59 - Full 08_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\right\right foot\BO01 CC01D S - 01-59 - Full 08		3688
	225358134	BO01 CC01D S - 01-59 - Full 01	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\BO01 CC01D S - 01-59 - Full 01_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\left\left foot\BO01 CC01D S - 01-59 - Full 01		3093
	225770525	BO01 CC01D S - 01-59 - Full 02	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\BO01 CC01D S - 01-59 - Full 02_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\left\left foot\BO01 CC01D S - 01-59 - Full 02		3231
	252988365	enemy_range1_death	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_death_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_death\enemy_range1_death\enemy_range1_death		10650
	271994802	enemy_range1_damaged_top-001	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_damaged_top-001_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_damaged\top\enemy_range1_damaged_top-001		4800
	282121038	AEROHeli_Uh60 Exterior Flyby Sequence Medium 03_B00M_ONE	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\AEROHeli_Uh60 Exterior Flyby Sequence Medium 03_B00M_ONE_FFD525FD.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Ambient\OneShoot\AEROHeli_Uh60 Exterior Flyby Sequence Medium 03_B00M_ONE		322182
	293679096	enemy_range1_damaged_voice-003	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_damaged_voice-003_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_damaged\voice\enemy_range1_damaged_voice-003		4227
	300021101	WHSH_Plastic Pipe Fast Whoosh Low Single 03_B00M_ONE	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\WHSH_Plastic Pipe Fast Whoosh Low Single 03_B00M_ONE_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_melee_pipe\enemy_melee_pipe\WHSH_Plastic Pipe Fast Whoosh Low Single 03_B00M_ONE		4231
	305598020	BO01 CC01D S - 01-59 - Full 10	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\BO01 CC01D S - 01-59 - Full 10_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\right\right foot\BO01 CC01D S - 01-59 - Full 10		3383
	307125817	enemy_range1_damaged_top-002	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_damaged_top-002_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_damaged\top\enemy_range1_damaged_top-002		6971
	362054651	CRWDConv_Talk Upset Loud Long 02_B00M_ONE	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\CRWDConv_Talk Upset Loud Long 02_B00M_ONE_B1F2C113.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Ambient\Tavern\CRWDConv_Talk Upset Loud Long 02_B00M_ONE		272186
	385996269	enemy_range1_land-003	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_land-003_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_land\enemy_range1_land-003		4234
	407088440	enemy_range1_shoot	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_shoot_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_shooting\enemy_range1_shooting\enemy_range1_shoot		16258
	434801347	enemy_range1_damaged_voice-001	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_damaged_voice-001_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_damaged\voice\enemy_range1_damaged_voice-001		5641
	442939329	enemy_range1_damaged_bottom-003	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_damaged_bottom-003_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_damaged\bottom\enemy_range1_damaged_bottom-003		4479
	443161691	enemy_range1_damaged_voice-002	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_damaged_voice-002_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_damaged\voice\enemy_range1_damaged_voice-002		6690
	506290196	BO01 CC01D S - 01-59 - Full 06	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\BO01 CC01D S - 01-59 - Full 06_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\right\right foot\BO01 CC01D S - 01-59 - Full 06		2780
	516272040	player_damaged-002	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\player_damaged-002_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Player\player_damaged\player_damaged\player_damaged-002		9272
	519532207	enemy_range1_running_concrete-003	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_running_concrete-003_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_running_concrete\enemy_range1_running_concrete-003		4413
	526293625	player_melee_attack-001	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\player_melee_attack-001_E2892081.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Player\player_melee_attack\player_melee_attack\player_melee_attack-001		13161
	557073457	CLOTHMvmt_Nylon Leather Hard Long 02_B00M_ONE-2	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\CLOTHMvmt_Nylon Leather Hard Long 02_B00M_ONE-2_E4E600B9.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\right\clothes rustle\CLOTHMvmt_Nylon Leather Hard Long 02_B00M_ONE-2		10974
	570802453	explore_music3	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\explore_music3_B1F2C113.wem		\Interactive Music Hierarchy\Default Work Unit\New Music Playlist Container\explore_music3\explore_music3		1286435
	571157116	enemy_range1_running_concrete-006	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_running_concrete-006_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Player\player_raised_gun_running\player_raised_gun_running\enemy_range1_running_concrete-006		3928
	577182055	enemy_range1_damaged_bottom-001	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\enemy_range1_damaged_bottom-001_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Enemies\enemy_range1_damaged\bottom\enemy_range1_damaged_bottom-001		5860
	587161896	ambient_part3	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\ambient_part3_B1F2C113.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Ambient\Ambient_part3\ambient_part3		420838
	590834058	CLOTHMvmt_Nylon Leather Hard Long 02_B00M_ONE-1	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\CLOTHMvmt_Nylon Leather Hard Long 02_B00M_ONE-1_5959C777.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\left\clothes rustle\CLOTHMvmt_Nylon Leather Hard Long 02_B00M_ONE-1		5883
	633259387	GUNTech_Sci Fi Plasma Gun Fire Digital 01_B00M_ONE-2	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\GUNTech_Sci Fi Plasma Gun Fire Digital 01_B00M_ONE-2_B5B33A11.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\plasma gun\GUNTech_Sci Fi Plasma Gun Fire Digital 01_B00M_ONE-2		22236
	657868621	CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE-2_01	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE-2_AE35912C.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\right\clothes rustle\CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE-2_01		7515
	660916231	CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE-2	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE-2_E787CF76.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\right\clothes rustle\CLOTHMvmt_Nylon Leather Hard Long 01_B00M_ONE-2		9157
	662367199	player_dash	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\player_dash_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Player\player_dash\player_dash\player_dash		12686
	662460812	BO01 CC01D S - 01-59 - Full 07	D:\Unity Sessions\CyberpunkJAM\Cyberpunk\Cyberpunk_WwiseProject\.cache\Windows\SFX\BO01 CC01D S - 01-59 - Full 07_834C5F35.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\footsteps stone\right\right foot\BO01 CC01D S - 01-59 - Full 07		3186
